user_id,business_id,stars,date,hour_of_day,day_of_week,is_weekend,user_elite,review_length,user_experience,city,category,price_range,alcohol,outdoor_seating
yaR320zf6QaQtSn637FKKw,Tcf5_PclJOpuLMfYQUG8jw,4.0,2013-09-20 23:34:38,evening,4,0,0,medium,low,Avon,Restaurants,2,1,1
IkLdv0dFGfRJrtFVJYJnLg,CYwC5OjwCN6ib_AQDxi3Ow,3.0,2013-09-21 01:56:15,night,5,1,1,long,high,Goleta,Restaurants,1,0,0
ZCbJ-QFRIMfqJQv9XG4XcA,u7_3L1NBWgxhBM_B-cmmnA,5.0,2013-09-21 19:23:05,evening,5,1,0,long,high,Philadelphia,Italian,2,1,1
0dIvVs3PY64bE3PZF-8V8A,Tq5jFk_BMSJG8-flqj5Bgw,5.0,2013-09-21 23:38:40,evening,5,1,1,medium,high,University City,Salad,2,1,1
t1NNDZV1kMoyZeE5mr3U3w,_PRReGRG73wT8edwsfWbuQ,5.0,2013-09-23 19:28:37,evening,0,0,1,long,high,Saint Louis,Food,2,0,0
Wjia69bHEb7xeWMlxWNPGA,WQ832PDnsDshhbQFm83ISg,3.0,2013-09-23 23:44:48,evening,0,0,1,long,high,Tampa,Cinema,2,1,0
2a9uyq3zsX5RIxG_jtpM4Q,5iuo1kvv0XZMS0bUOoLz2Q,2.0,2013-09-24 16:58:22,afternoon,1,0,1,medium,high,Philadelphia,Restaurants,2,1,0
4UAqdgiCe1jwI1IQl96MIA,Dv6RfXLYe1atjgz3Xf4GGw,3.0,2013-09-24 18:40:29,afternoon,1,0,0,long,high,Philadelphia,Burgers,2,0,1
P-YebwBHwvPL4kfU8xXhNA,ltBBYdNzkeKdCNPDAsxwAA,3.0,2013-09-25 13:35:41,afternoon,2,0,1,long,high,Nashville,Cocktail Bars,2,1,0
PGx_pmKGlmzK4Y_15IWAUw,u7_3L1NBWgxhBM_B-cmmnA,3.0,2013-09-28 02:50:30,night,5,1,1,long,high,Philadelphia,Italian,2,1,1
BllxaGmCtQAUyhGBDNjUWA,w520vYWEpEYBf90rSr9NVA,4.0,2013-09-29 00:42:21,night,6,1,0,long,high,Nashville,Thai,2,0,1
IJJETLhfEVvuUF_UfA7Hug,G6kRQylkjNNE-yUXM2muBg,4.0,2013-10-03 12:26:05,morning,3,0,1,short,high,Brandon,Bagels,1,0,0
u58FjSNB9K9ST_FQ5SAT3g,AbbIoHhBEMZndmIm07L4Og,4.0,2013-10-03 17:19:37,afternoon,3,0,1,long,high,Reno,Food,1,0,0
sh3V6hnNMLVV9YwFA9QNaw,n5P6-HWN3kFSYBxfVfDxEg,4.0,2013-10-03 18:30:57,afternoon,3,0,1,medium,high,Clearwater Beach,Hotels & Travel,2,1,1
_kcHxYPXRYjU4hk2xtCO0w,OcatdPIYh9X2Du3Lo5YKOQ,5.0,2013-10-04 00:49:59,night,4,0,1,long,high,New Orleans,Restaurants,2,1,1
xYgdYioZpHUxApiddFhCxg,0wQCEcpZ57TmTm6EmEDsIw,3.0,2013-10-04 01:51:11,night,4,0,1,long,high,St Charles,Food,2,1,1
ryisT19-tzvMyVVi0iLvwA,FHNIvNgh3fS7VZQq2Y3dsA,2.0,2013-10-04 02:05:07,night,4,0,1,long,high,Philadelphia,Asian Fusion,2,1,0
2qfEiGZrOYwm2HX9ai4SNA,ED4XisAKJ0IDLqCuS38eFQ,4.0,2013-10-04 11:07:42,morning,4,0,1,long,high,Voorhees Township,Ice Cream & Frozen Yogurt,1,0,0
OmL2bjLvvRxg1brM5Pehgw,paO0ETshl56TNSaEyzm9Cw,4.0,2013-10-04 17:08:51,afternoon,4,0,1,long,high,Philadelphia,Coffee & Tea,2,0,1
rL5uMarIYnEMgDr09pafqg,QUnvoceeKLK201dOflQThA,4.0,2013-10-04 18:00:03,afternoon,4,0,1,long,high,New Orleans,Street Vendors,1,0,0
mzL0zHFGyd9866OUljq49g,vFpbUcVAXxrSz5mFIzKbyw,2.0,2013-10-04 18:47:30,afternoon,4,0,1,long,high,Springfield,Sports Bars,2,1,0
Cltm3tgipVMnVbzpv7K1Vw,Uy0r4bzRmY5LFtDfzNgkag,4.0,2013-10-04 22:38:52,evening,4,0,1,long,high,University City,Mexican,2,1,0
fdFgZQQYQJeEAshH4lxSfQ,1feuZITxuTrl9mr7V11kwQ,2.0,2013-10-05 03:57:08,night,5,1,1,long,high,Tucson,Coffee & Tea,1,0,1
dgGUKdOh2a01OwLw1qgfDw,Yv6HUVu7fRMnt_NtGdVQBw,3.0,2013-10-05 04:18:52,night,5,1,1,medium,high,Nashville,Restaurants,2,1,0
2qfEiGZrOYwm2HX9ai4SNA,RuuGJoMm2Y3wbLbPPHTvqw,1.0,2013-10-05 04:19:19,night,5,1,1,medium,high,Runnemede,Restaurants,2,1,1
6NagSmaahFhlt3LEpnVXoQ,Edg22x3CZkIv0GUib2oEFA,4.0,2013-10-05 19:51:19,evening,5,1,1,short,high,New Orleans,Pizza,2,1,1
Vm0fyrUjwMTDgwqV6DhqDw,Wr2k0Vz8RbcumYulp-jIrA,4.0,2013-10-05 22:45:54,evening,5,1,1,long,high,Cherry Hill,Restaurants,2,0,0
vffKQc_WQMYFGY4JS5VAOw,7EhTT4iEuA7JaaWA-eI3Qw,4.0,2013-10-05 22:47:38,evening,5,1,1,long,high,Pinellas Park,Food,1,0,1
2dzJH4hqyRey-B_-1e6OWA,avcOkMsnFse9D-DpIimYkA,3.0,2013-10-06 03:13:50,night,6,1,0,long,high,Tucson,Asian Fusion,2,0,0
8uACq2ZJNU-uDyA6DNKgEw,e9J0IWHyYGU-AcCqTQ7lSA,5.0,2013-10-06 14:12:28,afternoon,6,1,0,long,high,Tampa,Restaurants,2,1,0
8uACq2ZJNU-uDyA6DNKgEw,EjFp57Nd4bVgb5GNn-XnuA,2.0,2013-10-06 14:18:48,afternoon,6,1,0,long,high,Tampa,Chinese,1,1,1
wmqsehbFirZPlAluJUakeQ,fGYnHzFr1z2kv7bPRW6VMA,3.0,2013-10-06 17:02:11,afternoon,6,1,0,long,high,West Chester,Pizza,2,1,1
AaPhPor834YyMwCqOxytdQ,5xokROlB8Zo5T-_qbHzsrQ,2.0,2013-10-06 21:33:16,evening,6,1,1,long,high,Tampa,Food,2,1,1
RRYFQo17zogtYBbiUK4l_A,dIpTuL2T1L98GQGU17IeSw,5.0,2013-10-06 22:21:42,evening,6,1,1,long,high,Tampa,Bars,2,1,1
JyzLjUFEIW3epNlHI6Oa6Q,p21PCK17H3WL56KSr4Ykig,3.0,2013-10-06 23:04:34,evening,6,1,1,long,high,Tampa,Restaurants,1,1,0
ouODopBKF3AqfCkuQEnrDg,WFRro-8uIBpKoJ1VSKrpdw,4.0,2013-10-06 23:33:47,evening,6,1,1,medium,high,Philadelphia,Ice Cream & Frozen Yogurt,1,0,0
60RKNAZwY5EUooJf624aKw,5TVWytR2oNbSKYgfxypuBw,5.0,2013-10-07 01:22:42,night,0,0,1,long,high,Saint Louis,Cafes,2,0,1
ojxS1v-8nUvEEx4DlsPQrA,3ZynJ94VpIdDlaArmEp2Rg,2.0,2013-10-07 02:19:14,night,0,0,1,medium,high,Philadelphia,Food,2,0,1
ibRrf8Kv4Oo-pUsAH9wtjw,9V0LMtO1riRw9-pUuG4NFg,5.0,2013-10-07 02:55:22,night,0,0,1,long,high,Indianapolis,Latin American,2,1,1
6ObFF8-uKnOAlXuSH4TlyQ,x83J5JvK8BxYd3vs9gAPqQ,4.0,2013-10-07 07:10:43,morning,0,0,1,long,high,Tucson,Restaurants,2,1,1
_ljIoh025OGAvWz_Kvq6EQ,KhBUg5QhBYuK8RZAe5gDMQ,5.0,2013-10-07 11:01:56,morning,0,0,1,medium,high,Tampa,Restaurants,2,1,0
EIt66bYmFr_2kbs5qsL-0Q,o1TR7rOmAcxiNBLEM3kEqw,4.0,2013-10-07 12:54:30,morning,0,0,1,long,high,Temple Terrace,Restaurants,1,0,0
EIt66bYmFr_2kbs5qsL-0Q,wFXwmrlV8TiBS4Ac2-W_9g,1.0,2013-10-07 13:15:42,afternoon,0,0,1,long,high,Tampa,Festivals,2,0,0
8gzEcivVyxzKO16TUoYdZQ,F2C5ENuY8CXfgoW-gAMdDA,5.0,2013-10-07 14:03:10,afternoon,0,0,1,long,high,Indianapolis,Bars,2,1,1
PV0U0arT_AUfjVBtrKfPSA,F8yozE3NWnImNApHO347gQ,4.0,2013-10-07 15:04:30,afternoon,0,0,1,long,high,Philadelphia,Restaurants,2,1,1
LMvGr9_gUrIwnD2iBS5MlQ,EDjEVzmoQVHzboFqC-M6Ew,3.0,2013-10-07 15:21:38,afternoon,0,0,0,long,high,Nashville,Food,2,1,1
9AP02BSPR6ro7AIM9U5_Jw,7yPzOek7Af2dKWGYKpcHWA,5.0,2013-10-07 16:00:55,afternoon,0,0,0,long,high,Philadelphia,Restaurants,2,0,0
9AP02BSPR6ro7AIM9U5_Jw,Oun4NN-u5yiHIxDqtJnxgA,4.0,2013-10-07 17:08:20,afternoon,0,0,0,medium,high,Philadelphia,Restaurants,1,0,0
9AP02BSPR6ro7AIM9U5_Jw,EtKSTHV5Qx_Q7Aur9o4kQQ,4.0,2013-10-07 17:53:02,afternoon,0,0,0,medium,high,Philadelphia,Bars,2,1,1
9AP02BSPR6ro7AIM9U5_Jw,pP4q0Mym-qt20nRqTKbzhQ,3.0,2013-10-07 18:04:48,afternoon,0,0,0,long,high,Philadelphia,Steakhouses,4,1,0
9AP02BSPR6ro7AIM9U5_Jw,qDkbudGRfmJvf7trQZea4g,1.0,2013-10-07 18:10:22,afternoon,0,0,0,medium,high,Philadelphia,Restaurants,3,1,0
lYQk0R6sPfo3WeX-l_5BuA,bdth7r1brx9yRU7sYwF9jQ,3.0,2013-10-07 19:32:50,evening,0,0,1,medium,high,Ballwin,Japanese,2,1,0
-rGU3wo4fgEnGRboYdMTjw,avcOkMsnFse9D-DpIimYkA,3.0,2013-10-07 19:55:07,evening,0,0,1,long,high,Tucson,Asian Fusion,2,0,0
CfX4sTIFFNaRchNswqhVfg,mzZ_WTb2zvyJMBkm84B-WA,5.0,2013-10-07 20:23:47,evening,0,0,1,medium,high,Metairie,Donuts,2,1,0
UdsVxQQoYsvyh8YwbsWpZQ,0wHR5cCTKdCmimhp02cQFA,5.0,2013-10-07 21:40:42,evening,0,0,1,long,high,Sunset Hills,Food Delivery Services,1,0,1
2b2J7kW1nTVTtiZtizw-tw,bMIVLkX6-0U2NVPaVwt94A,2.0,2013-10-08 02:21:16,night,1,0,1,long,high,Clearwater,Ethnic Food,2,1,1
6ObFF8-uKnOAlXuSH4TlyQ,5O09IoKwgQkm3aR_Ir5_2w,5.0,2013-10-08 06:59:18,night,1,0,1,long,high,Tucson,Breweries,1,0,0
KjlYa3Wlr60j-PSUZ-KfOg,DXYhpEv17mWqSqFjau7vhg,4.0,2013-10-08 14:41:10,afternoon,1,0,0,long,high,Philadelphia,Italian,2,0,1
t1NmJ-g09NijXqycgF-evA,M2ZrrqseHE5xssUrOL0Gtg,3.0,2013-10-08 15:54:24,afternoon,1,0,1,medium,high,Tampa,American (Traditional),1,0,1
cIVmIJD7nIiEcVGamfBoVw,REns5fQe45Nk_D2UwQyr0w,2.0,2013-10-08 17:16:07,afternoon,1,0,1,long,high,Philadelphia,Restaurants,2,1,1
ILicYV0XNcbfiWEgWlIZ8g,C_EtrXTygRX5RTUOKtO6Dg,4.0,2013-10-08 19:39:01,evening,1,0,1,medium,high,Philadelphia,Nightlife,2,1,1
ILicYV0XNcbfiWEgWlIZ8g,ngvE1G9IckUO-ljZBFo23w,5.0,2013-10-08 19:42:26,evening,1,0,1,medium,high,Philadelphia,Indian,1,0,0
Iq01HVPaGAJYJXUaCq3Dyw,2Q1R2OhBbAQ581vK_r7NhA,3.0,2013-10-08 20:40:45,evening,1,0,1,long,high,Willow Grove,Sushi Bars,2,0,0
Um5bfs5DH6eizgjH3xZsvg,unkGQNCeDkAUOaZAg8HC5w,4.0,2013-10-08 21:09:54,evening,1,0,1,medium,high,Tampa,Restaurants,1,0,0
4Pk295jW5RiHkfG9Mmx8PQ,NesMl0Tiq1FsPoX2LzHkNg,4.0,2013-10-08 21:17:12,evening,1,0,1,medium,high,Tucson,Cheesesteaks,1,1,1
JMsKTU2OCwC5VY8Zrl5tAA,wDwK7Im_rXO5nVeQn4lc3g,5.0,2013-10-09 01:36:05,night,2,0,1,long,high,Antioch,Restaurants,1,1,0
FZQXGfmkMASFWq3JnuQZqg,QcuTCSfnI6WqKpuDL_a0OA,4.0,2013-10-09 01:53:58,night,2,0,1,long,high,St. Petersburg,Food,2,0,0
I-wq3PJNBlaZ8tpi0SdS8A,GV-e7Op4aU98xkjjoKlRhA,5.0,2013-10-09 02:55:35,night,2,0,1,medium,high,Saint Louis,Basque,2,1,1
1HM81n6n4iPIFU5d2Lokhw,C-anTsItNvJHHR__DiGEqQ,3.0,2013-10-09 13:32:21,afternoon,2,0,1,medium,high,New Orleans,Chicken Wings,2,0,0
nAe5USXtIe-o7Y-7J0tHlQ,OHzX-ZD9qyoeoxR8Z0dlIA,5.0,2013-10-09 13:56:41,afternoon,2,0,0,medium,high,Philadelphia,Restaurants,2,1,1
0HjeAwCrfdbJgOAlP6b9Tw,OHzX-ZD9qyoeoxR8Z0dlIA,4.0,2013-10-09 15:07:12,afternoon,2,0,1,short,high,Philadelphia,Restaurants,2,1,1
0HjeAwCrfdbJgOAlP6b9Tw,F8yozE3NWnImNApHO347gQ,5.0,2013-10-09 15:15:29,afternoon,2,0,1,long,high,Philadelphia,Restaurants,2,1,1
0HjeAwCrfdbJgOAlP6b9Tw,d_tRshM-w6S4QxE4VVi8tQ,3.0,2013-10-09 15:29:46,afternoon,2,0,1,medium,high,Philadelphia,American (New),2,1,0
GevrFd8ojonAr4fEQB9WfA,eaDZlSuVS0EY67Ke6pRP6Q,4.0,2013-10-09 19:47:20,evening,2,0,1,long,high,Philadelphia,Malaysian,2,1,0
0HjeAwCrfdbJgOAlP6b9Tw,SIoCIxjn4jLt2O-4DajWJw,3.0,2013-10-09 19:49:37,evening,2,0,1,medium,high,Philadelphia,Nightlife,2,1,1
JnXCk0zxxUuMrwDF4RA5eg,p21PCK17H3WL56KSr4Ykig,4.0,2013-10-09 19:57:48,evening,2,0,1,medium,high,Tampa,Restaurants,1,1,0
yr05GyWHR1u2yZffmfFkbg,JJNCJWaH2KV44r9aeEBlqA,5.0,2013-10-09 23:06:28,evening,2,0,1,medium,high,Indianapolis,Breweries,2,0,0
Xw7ZjaGfr0WNVt6s_5KZfA,4WdDY97x4GdMYtyk1KQMnw,5.0,2013-10-10 00:38:21,night,3,0,1,long,high,New Orleans,Cafes,2,0,0
FRDeSt5dcTv4bEKuaAVgkg,j3E_vGw47XpiEgTr-KiJUg,3.0,2013-10-10 06:18:32,night,3,0,0,long,high,Saint Louis,Bakeries,1,0,0
6ObFF8-uKnOAlXuSH4TlyQ,CA5BOxKRDPGJgdUQ8OUOpw,5.0,2013-10-10 06:59:45,night,3,0,1,medium,high,Tucson,Grocery,2,1,1
z9sL9d4kfAiQeGJ1dGmBng,u7_3L1NBWgxhBM_B-cmmnA,3.0,2013-10-10 14:00:37,afternoon,3,0,1,long,high,Philadelphia,Italian,2,1,1
E2CuwvUZdhvrAvvNdmmN8A,SwBhaxfQPbyhsi0QHUAN0A,2.0,2013-10-10 14:20:52,afternoon,3,0,1,long,high,Tampa,Food,2,1,0
OLGQ7alK4VKl3YdQk6UF5g,gJvHJcDBnrcIKDGo9_-v5Q,4.0,2013-10-10 17:47:08,afternoon,3,0,1,long,high,Bala Cynwyd,Italian,3,1,0
4Pk295jW5RiHkfG9Mmx8PQ,vdCQoE2il097-vc_gIQzYw,4.0,2013-10-10 19:26:18,evening,3,0,1,medium,high,Tucson,Food,1,0,0
aGI_wfhcJ86DJ-67Lkty8g,d_tRshM-w6S4QxE4VVi8tQ,4.0,2013-10-10 20:42:45,evening,3,0,1,long,high,Philadelphia,American (New),2,1,0
3RuPbLjp9EDWlb1eTiNYsw,2KIDQyTh-HzLxOUEDqtDBg,5.0,2013-10-11 01:44:35,night,4,0,1,long,high,Saint Petersburg,Specialty Food,2,1,0
Fa2-VD8cqcn98vqciVn3Gw,wPViqOIThG5W_p4FKGqjrQ,5.0,2013-10-11 02:50:07,night,4,0,1,long,high,Saint Louis,Pubs,2,1,1
1AVaIU4ClnKecWYuYNO38w,pafrjSu3h0v0N8GR3ghNtQ,5.0,2013-10-11 04:04:05,night,4,0,1,medium,high,Indianapolis,Cajun/Creole,1,0,1
1AVaIU4ClnKecWYuYNO38w,twNHYgtUkxoeFbLHxdhsOw,4.0,2013-10-11 04:07:30,night,4,0,1,medium,high,Indianapolis,Specialty Food,2,1,1
H8evlZitNdbCar4jqG_lZw,89COhCW-cAD5-fTXPfXYTw,5.0,2013-10-11 19:30:08,evening,4,0,1,long,high,Maplewood,Donuts,1,0,0
bo4WKYqBoT0Cc23epTo8pA,2fTfpN5SggLgW4LlzptMPg,5.0,2013-10-11 20:52:28,evening,4,0,1,long,high,Edmonton,Nightlife,3,1,1
7iFUtwc9hhgGCThohNFwtw,knA3b_WnHUJAyrIzzL9Lrg,2.0,2013-10-11 21:58:28,evening,4,0,0,medium,high,Tampa,Event Planning & Services,1,0,1
itHpQTjM1wdHGqAu8G70UA,5TVWytR2oNbSKYgfxypuBw,5.0,2013-10-12 01:33:22,night,5,1,1,long,high,Saint Louis,Cafes,2,0,1
xYgdYioZpHUxApiddFhCxg,GV-e7Op4aU98xkjjoKlRhA,5.0,2013-10-12 02:04:35,night,5,1,1,long,high,Saint Louis,Basque,2,1,1
xYgdYioZpHUxApiddFhCxg,SSZDGl2J-CEyIzuIbEiYNQ,3.0,2013-10-12 02:31:32,night,5,1,1,long,high,Saint Louis,Bars,2,1,0
jjHa6LD4phiz2Clsxpv3kQ,iwlPkTBb2CtjD0oe-baXnA,4.0,2013-10-12 06:07:28,night,5,1,1,medium,high,Secane,Pizza,1,0,0
v6Jd2lpaKvyXpzzyNDelyw,TghRoAMx43V-9l7mH-SENg,3.0,2013-10-12 13:16:33,afternoon,5,1,1,long,high,Clearwater Beach,Food,2,1,1
MEa1LSKvSjs8-wZdEpa0hA,TTsBa6e2qgIEkiFQfYLmYA,3.0,2013-10-12 16:30:13,afternoon,5,1,0,long,high,Tampa,Juice Bars & Smoothies,1,0,1
NDkwKnvjhBbjCh1cNlBoAw,OKPUO8zvBBL-OA6-SfDx8Q,3.0,2013-10-12 16:31:36,afternoon,5,1,0,long,high,Philadelphia,American (Traditional),3,0,1
bo4WKYqBoT0Cc23epTo8pA,b-4xNydyGmdv2bGFOHTgdw,4.0,2013-10-12 21:02:18,evening,5,1,1,long,high,Edmonton,Bakeries,2,0,0
yaR320zf6QaQtSn637FKKw,Tcf5_PclJOpuLMfYQUG8jw,5.0,2013-10-12 23:18:53,evening,5,1,0,medium,low,Avon,Restaurants,2,1,1
WVqS85AUR20gbSFkuKH8Ig,Yh4OgbXQSpQ_ycK_FmNiGw,3.0,2013-10-13 02:44:03,night,6,1,1,medium,high,New Orleans,American (New),2,1,1
nWepkfrazqoTWkPDdgI1bw,sFSM33WAOHufdVa7qE8zGQ,4.0,2013-10-13 04:23:42,night,6,1,1,short,high,Sparks,Burgers,2,1,0
m8Ih1xhlGDcw9O59dj4jVA,hmmiyt6KljD5G3a861qsKw,5.0,2013-10-13 15:01:17,afternoon,6,1,1,medium,high,Nashville,Ethnic Food,1,0,0
gr528N9hWldCgfKp99zWKw,eaDZlSuVS0EY67Ke6pRP6Q,5.0,2013-10-13 22:24:54,evening,6,1,1,long,high,Philadelphia,Malaysian,2,1,0
i84YDhPbxtq9F8ipmtR5vg,u7_3L1NBWgxhBM_B-cmmnA,5.0,2013-10-14 01:00:08,night,0,0,1,long,high,Philadelphia,Italian,2,1,1
v98WXw1EToiuPIxtE0aekQ,tNnVxOC_9p8UK3N_2-yCtQ,1.0,2013-10-14 16:24:05,afternoon,0,0,1,long,high,Cherry Hill,Korean,2,0,0
VQ3J0tYADb5SjCqUiU0StQ,kbFwcVMsHlNNXGWRZpEYhg,3.0,2013-10-14 18:06:46,afternoon,0,0,1,medium,high,Aston,Restaurants,1,0,0
XS4rYA1V_Ru7tyf0Jl15aw,89COhCW-cAD5-fTXPfXYTw,4.0,2013-10-14 18:50:43,afternoon,0,0,1,long,high,Maplewood,Donuts,1,0,0
bfpdkDQfWjWoJRAsbtfATQ,P_x9fEz8efemqOIV46S0tg,3.0,2013-10-15 17:42:12,afternoon,1,0,1,medium,high,St Petersburg,Bars,2,1,1
bfpdkDQfWjWoJRAsbtfATQ,rkem6aEo3vAG2VufybdwuA,3.0,2013-10-15 18:09:36,afternoon,1,0,1,medium,high,Tampa,Steakhouses,2,1,0
Yft76ogF5YzCQ4mn6vSQ6Q,mUIBtlWNPD7sz3rGGWQ1RA,5.0,2013-10-15 18:34:34,afternoon,1,0,1,long,high,Philadelphia,Mediterranean,2,0,1
Iq01HVPaGAJYJXUaCq3Dyw,eMiN8nm70jjKg8izikVWDA,4.0,2013-10-15 18:43:58,afternoon,1,0,1,long,high,Philadelphia,Seafood,2,1,1
xCJisO0jOB94krpxoqiuzw,di5ihAL9VWoctHelY8kLTQ,4.0,2013-10-15 19:38:39,evening,1,0,1,long,high,Philadelphia,Restaurants,2,0,0
FRDeSt5dcTv4bEKuaAVgkg,j3E_vGw47XpiEgTr-KiJUg,4.0,2013-10-15 19:45:57,evening,1,0,0,medium,high,Saint Louis,Bakeries,1,0,0
FRDeSt5dcTv4bEKuaAVgkg,89COhCW-cAD5-fTXPfXYTw,5.0,2013-10-15 19:57:24,evening,1,0,0,long,high,Maplewood,Donuts,1,0,0
ibRrf8Kv4Oo-pUsAH9wtjw,IYlUaKC9nICjiWdk-ShPlg,4.0,2013-10-15 23:40:44,evening,1,0,1,medium,high,Carmel,Restaurants,2,1,1
n3Gg5mIokBirc8s_unINnQ,w0zKpH49tW6Y-b6ZJzKMFw,2.0,2013-10-16 01:30:08,night,2,0,1,long,high,Philadelphia,Food,2,1,0
jFEYrS6SZz9ucrZjxJsqhg,tfnxPh4AFBU1QmbDO9eRRA,5.0,2013-10-16 01:53:04,night,2,0,0,short,high,Mt. Juliet,American (Traditional),2,1,0
mzXDuhZBPdHfMIk1YXP0mQ,6LCZLGa09Qifn6rG7-DNrg,4.0,2013-10-16 03:51:47,night,2,0,0,long,high,Philadelphia,Thai,2,0,0
bo4WKYqBoT0Cc23epTo8pA,WKMJwqnfZKsAae75RMP6jA,4.0,2013-10-16 20:52:42,evening,2,0,1,long,high,Edmonton,Coffee & Tea,2,1,0
bYENop4BuQepBjM1-BI3fA,89COhCW-cAD5-fTXPfXYTw,4.0,2013-10-17 12:26:30,morning,3,0,1,long,high,Maplewood,Donuts,1,0,0
1Xz0MVR_fH-aBMDRrNSYjA,idf-eiurCrbsLRcH7c9zmw,4.0,2013-10-18 14:45:40,afternoon,4,0,1,long,high,Indianapolis,American (New),3,1,1
uAu772KpSkb-tPFgZmU-lA,Dv6RfXLYe1atjgz3Xf4GGw,4.0,2013-10-19 11:27:53,morning,5,1,1,long,high,Philadelphia,Burgers,2,0,1
WT36RE4WkUIaEbLDjkPB3g,9gObo5ltOMo6UgsaXaHPWA,1.0,2013-10-20 19:58:52,evening,6,1,1,long,high,Philadelphia,American (New),3,1,0
_ry8RIiiS_k0_7MYhEu_hg,Dv6RfXLYe1atjgz3Xf4GGw,3.0,2013-10-23 03:29:31,night,2,0,1,long,high,Philadelphia,Burgers,2,0,1
wUTjHpPAs6EWFZtMfEQUiw,8-j10_I745ITrczbkfD-Pw,3.0,2013-10-24 10:47:34,morning,3,0,0,long,high,King Of Prussia,Indian,2,0,0
P2FNLDMpSpdo92ydQlw7-g,WLiqfxv_GhFFA5sm878a2w,4.0,2013-10-24 13:24:17,afternoon,3,0,1,short,high,Tucson,Chinese,2,1,0
B-V1eJcIwouZuUrMFQkmnA,1UNorskttXSWuEcgzKzXcA,3.0,2013-10-24 13:56:45,afternoon,3,0,1,long,high,Philadelphia,Lounges,3,1,1
-G7Zkl1wIWBBmD0KRy_sCw,IbndcMURguByburM72o3SA,5.0,2013-10-24 18:13:21,afternoon,3,0,1,long,high,Newtown,Korean,1,0,0
3MpDvy5gEdsbZh9-p92dHg,8QnuWGVNBhzyYXGSeRdi4g,4.0,2013-10-24 19:24:33,evening,3,0,1,medium,high,Nashville,Food,2,0,0
tat7n8XnUBvZYFeB0FSzvg,D2kZP7jvrWTuRzcPY6NbqA,5.0,2013-10-24 19:39:45,evening,3,0,1,long,high,St. Petersburg,Restaurants,1,1,1
uUcNCwf86aea7F9AGFBJNQ,Z5LGSHEYjCUtKwjKotCNqA,3.0,2013-10-24 19:57:13,evening,3,0,0,short,high,Wayne,Chinese,2,0,0
xCJisO0jOB94krpxoqiuzw,A0F-h3xJm_6gHDKcDQwSrQ,4.0,2013-10-24 20:02:09,evening,3,0,1,medium,high,Philadelphia,Pizza,2,1,1
Uv5v7r1eN4XFsKZ2jwn1sg,jMZ56S8Y1t7cA1Ob-d-qeA,5.0,2013-10-24 20:18:44,evening,3,0,1,long,high,New Orleans,Nightlife,2,1,0
iYXQCx7IWJslr_WTLjn6lw,8hgo446H2HoYlZocEi1SJw,4.0,2013-10-24 21:47:24,evening,3,0,1,medium,high,Philadelphia,Bakeries,1,0,0
TVN3qoXU0-sateboutdCZg,B2wSy1zQCdZgDXOkhAKGDQ,4.0,2013-10-25 02:00:27,night,4,0,1,medium,high,Tampa,Cafes,3,1,1
EouCKoDfzaVG0klEgdDvCQ,MTSW4McQd7CbVtyjqoe9mw,4.0,2013-10-25 02:31:35,night,4,0,1,long,high,Philadelphia,Restaurants,1,0,0
CjraTqh4EsvpveZQgj0qVQ,YgXBo2oMJXlDDafP6fqUTw,2.0,2013-10-25 03:31:53,night,4,0,0,medium,high,Saint Louis,Chinese,1,0,0
kd7R1mX2soYNrIbK7h5SVA,v-CGMnVeRT_xRV6q_B7ySw,4.0,2013-10-25 06:52:54,night,4,0,1,long,high,Edmonton,Chinese,2,1,0
GdmJInilh9WAqAISitNGRw,x483GUYbdSgjaX9Xi3nOUA,5.0,2013-10-25 08:04:09,morning,4,0,1,medium,high,Jenkintown,Restaurants,2,0,0
Ff_kwM1B9CyOZCMK_1rOHg,I5KZm-NnxYeEQsmp6nK5_w,3.0,2013-10-25 08:13:48,morning,4,0,1,long,high,Philadelphia,Food,2,1,1
vffKQc_WQMYFGY4JS5VAOw,Uc6PdjT_MO5bRPQsUUEy5Q,3.0,2013-10-25 14:27:52,afternoon,4,0,1,long,high,Tampa,Restaurants,2,1,1
zyvxtbh5eJ86bVgk52Yflg,p7UGlPkE3Gagm9Mq7aHfYg,5.0,2013-10-25 15:51:28,afternoon,4,0,1,medium,high,Saint Louis,Food,1,0,1
hPtHL1JLtYIIrCDhrjUBaQ,radib3GHt_Up9-zhUjM1ew,4.0,2013-10-25 16:16:21,afternoon,4,0,0,medium,high,Clearwater,Fast Food,2,1,1
hPtHL1JLtYIIrCDhrjUBaQ,bMIVLkX6-0U2NVPaVwt94A,3.0,2013-10-25 19:54:35,evening,4,0,0,medium,high,Clearwater,Ethnic Food,2,1,1
UXZMPcpth1NmegvLMHqABA,i2yCrMQx5soH0jMFG32vxQ,3.0,2013-10-25 23:29:22,evening,4,0,0,medium,high,Goleta,Restaurants,1,0,0
UXZMPcpth1NmegvLMHqABA,bdfZdB2MTXlT6-RBjSIpQg,3.0,2013-10-25 23:40:35,evening,4,0,0,medium,high,Isla Vista,Food,1,0,1
AAYvaNRQ0TD_2Lpo-wFOUA,WB7-m5YtEhSwMqEOfbFfyg,2.0,2013-10-26 02:29:38,night,5,1,1,medium,high,Saint Louis,Bakeries,1,0,0
