business_id	hour_of_day	day_of_week	is_weekend	user_elite	review_length	user_experience	city	category	price_range	alcohol	outdoor_seating
WK5Lzv1dte6XMm8Ov17THA	morning	4	0	0	medium	high	Thorndale	Nightlife	2	0	1
WKF4p8kLDng4EECYC3RoeQ	afternoon	4	0	0	long	high	Saint Petersburg	Steakhouses	2	1	0
WKMJwqnfZKsAae75RMP6jA	evening	1	0	1	long	high	Edmonton	Coffee & Tea	2	1	0
WLiqfxv_GhFFA5sm878a2w	afternoon	3	0	1	long	high	Tucson	Chinese	2	1	0
WLrFLRE9uvqj9ahrEjevYw	afternoon	6	0	0	long	high	Moorestown	Vegetarian	2	1	1
WM3q-7scdPUei6fu4SJFYw	afternoon	0	0	1	long	high	Springfield	Restaurants	1	1	0
WMI3BjDby0U-IF6NnN0SXA	afternoon	2	0	1	medium	high	Cherry Hill	Restaurants	1	1	0
WMgB7_odx8hk3BFQAIZ5hQ	afternoon	4	0	1	long	high	Smyrna	Laotian	2	0	0
WO5nr-4sjVs506BdCLL0aA	morning	0	0	1	long	high	Tampa	Restaurants	2	1	0
WQ832PDnsDshhbQFm83ISg	evening	6	0	1	long	high	Tampa	Cinema	2	1	0
WRMlifrYLjRY8q5YUUbfZA	afternoon	1	0	1	medium	high	Philadelphia	Vietnamese	2	0	0
WRQ75NLY793uvDSlura5WQ	evening	5	1	0	long	high	Norristown	Food	1	0	0
WWnRdTjwaTnsLSJX95j-Zw	evening	2	0	0	medium	high	Tampa	Lounges	2	1	1
WXxZigTHz0ap8JXVCEEepA	night	1	0	1	long	high	St Louis	Fast Food	1	0	0
WYYdQDjx-DsCanlP0DpImQ	afternoon	4	0	1	medium	high	Philadelphia	Seafood	2	1	0
WZPCfTRiN4ipajP7gFfziA	afternoon	2	0	1	long	high	Philadelphia	Restaurants	2	0	1
WaRZsQEcEHwRk0T2dJ-cuA	evening	2	0	1	long	high	New Orleans	Mexican	2	1	1
WbA5ud4InNWkizW7HE5kRQ	evening	1	0	1	long	high	Tucson	Mexican	2	1	1
Wc-c_hQK4vFCl9keeVTUZw	afternoon	1	0	1	long	high	New Orleans	Restaurants	2	1	1
Wd9JBLjCCh5yTF0vPAxCAA	evening	2	0	0	long	high	Tucson	Mexican	2	1	0
WecgAHgzAPLOmM-6-Iga2A	evening	0	0	1	medium	high	New Orleans	Sandwiches	2	1	1
WfPmZ9hp50ttugTVgfcPpA	evening	3	0	0	long	low	Boise	Pizza	2	1	1
WjsuXPWARyEYSesvfLVYkg	evening	4	0	1	long	high	Thorofare	Breakfast & Brunch	1	0	0
Wndkw2PinAwTgjeUJOTdCg	night	4	0	1	long	high	Reno	Food	2	1	1
WoFttPbJRti49sXBgOeIBQ	evening	2	0	1	long	high	Wesley Chapel	Bars	2	1	1
WpxcyiUAYYQAnivqz62JtA	evening	5	1	0	long	low	Philadelphia	Cheesesteaks	1	0	0
Wr2k0Vz8RbcumYulp-jIrA	night	5	1	1	long	high	Cherry Hill	Restaurants	2	0	0
WsutM91wvomE-P2ilXslaw	afternoon	1	0	1	long	high	Audubon	Pizza	1	1	0
Wt1W6qwCvna1KzIuJRJbwA	night	0	0	1	long	high	Glassboro	Japanese	2	0	0
WtvENhqvWpjQtfe0OvUwSg	evening	2	0	1	medium	high	Indianapolis	Restaurants	1	0	1
Wy8Hswf2cLQGRZN6armkag	morning	6	1	1	medium	high	Goleta	Restaurants	1	0	0
X-BZp1KMgGzKkf_92Y3fWw	afternoon	2	0	1	long	high	New Orleans	Restaurants	2	1	0
X64JH5kXOjWsBCsGxmFSIw	afternoon	4	0	1	medium	high	Old Hickory	Restaurants	1	1	1
X7YBx8CybmIPymZ0ThCmng	evening	4	0	1	long	high	Saint Louis	Restaurants	2	1	1
X9WTFeGEUjOQ9U6XZ7FqHg	evening	5	1	1	medium	high	Boise	Burgers	2	0	0
X9e-lTfOeY0z6C-VAiSf5Q	afternoon	4	0	1	long	high	St. Petersburg	Restaurants	2	1	0
XBdaG2kQ2Iz9VNGPZokjYg	afternoon	2	0	0	long	high	Philadelphia	Italian	2	1	0
XChttbofX6d-8vk5auNMRw	evening	2	0	0	medium	high	Medford	Food	3	0	0
XDyrMUdIWRBXA-d9kNoB5w	afternoon	5	1	1	short	high	Apollo Beach	Seafood	2	1	1
XGtQdpJh6e7m0-l_ybk2XA	afternoon	2	0	1	medium	high	Indianapolis	Mexican	2	1	1
XMGjDIAFbu9VSmWDs-Ev5w	evening	4	0	1	long	high	St. Louis	Restaurants	2	1	0
XNrhJQ2WYGxeDDTycDp7BA	morning	2	0	1	long	high	Lahaska	Food	2	0	0
XQWZQjC73fCTRGWnD18-Eg	afternoon	2	0	1	long	high	Philadelphia	American (Traditional)	1	0	1
XQnb4KnTqO-QdvEFYpcwAA	night	1	0	1	short	high	Westwego	Restaurants	1	0	0
XV-jiJ6yb0LXlh4EyEWbqQ	afternoon	2	0	1	long	high	Palm Harbor	Italian	2	1	0
XX2PSfT4xuHq0yuoPIge1A	evening	4	0	1	long	high	Zionsville	Breweries	2	1	0
XXZqNGRUyGVLx8oNm6BtBA	evening	5	1	1	medium	high	Reno	Restaurants	1	1	0
XaSNISuTB4DKvzS3Rug5Nw	afternoon	0	0	0	long	high	Flourtown	Restaurants	2	0	0
XahxHmkaFOAwXix2VGRAUQ	afternoon	0	0	1	medium	high	Philadelphia	Food Stands	1	0	1
Xbx0B7y0MAKgR4tqQvWazw	afternoon	0	0	0	short	high	King of Prussia	Food	2	0	0
Xd8wTHTsd5uXdDJDXlxY5w	evening	2	0	1	long	high	Blackwood	Burgers	2	0	0
XgLrkmIqIrD_pl67lAovEQ	afternoon	0	0	1	short	high	Philadelphia	Food Court	2	1	1
XhQYUlI68tXpwJQ0QXjJgw	night	0	0	0	medium	high	Edmonton	Food	2	1	0
XlABylkLaLRv8x4HoH5SQA	evening	1	0	1	long	high	Reno	Shopping	2	0	0
XleIcqVgh3iBeM4s-rdy6g	afternoon	5	1	0	long	high	Goleta	Sandwiches	1	1	1
Xn9XOYqXa4IHdHnaZr9JAA	afternoon	2	0	0	long	high	Saint Louis	Juice Bars & Smoothies	1	0	1
XpTNCVbO5wL1DtDyKzKqfA	afternoon	2	0	0	long	high	Philadelphia	Restaurants	1	0	0
Xsvi9wYhD7u5XrK2EKDd8w	evening	1	0	1	medium	high	Tampa	Pizza	2	1	1
XwPKw3mw214qDxJFfX-pgg	night	5	1	1	long	high	Boyertown	Pizza	2	1	0
XwoXi0M66RU6Gouq-DSDHw	afternoon	4	0	1	long	high	Odessa	Restaurants	1	1	0
Xyg68duCaWR4c-GW3Ob7Tw	morning	3	0	1	medium	high	Reno	Shopping	1	1	0
Y0JF1UN7pfWJ-GuzuVXM0g	afternoon	2	0	1	long	high	New Orleans	Restaurants	2	1	1
Y2NFeGtConx1qciSPKcRlA	evening	0	0	1	long	high	New Orleans	Restaurants	2	1	1
Y2jDVmMpRzQRg6HkNvQc8g	afternoon	4	0	0	medium	high	Smyrna	Cafes	2	1	0
Y2rYM2crYfTC25y6iquPgw	afternoon	0	0	0	long	high	Wayne	American (Traditional)	2	1	0
Y3ZCO17N1_T_Ms1JmswwzA	evening	3	0	1	long	high	Tucson	Mexican	1	0	1
Y6AmQuUO90gDO9JBogXXiA	morning	5	1	1	medium	high	Tucson	Ice Cream & Frozen Yogurt	2	0	0
Y70T1eClNnw_PlBkr1IHqg	evening	4	0	1	medium	high	Tucson	Chinese	1	0	1
YAUUdbESr8BYQ_TFgDjT5Q	evening	1	0	1	long	high	Philadelphia	Asian Fusion	2	1	0
YB26JvvGS2LgkxEKOObSAw	afternoon	3	0	1	long	high	Metairie	Sushi Bars	2	1	0
YB689VFiOlzUTBRPiauDFA	afternoon	1	0	1	medium	high	Santa Barbara	American (Traditional)	2	0	1
YCHBSWYErsKAI9AXeoPxhQ	evening	6	1	1	long	high	Reno	Sandwiches	2	1	0
YCwWrnOh8qUmQbgQ4p02AA	evening	4	0	0	medium	high	Broomall	Restaurants	2	0	0
YE3E3nFsPo0O7gpMpOL18A	evening	1	0	0	medium	high	Mt Juliet	Restaurants	1	0	0
YKpZ2Ml0NZoYZ5eb3r_Cdg	afternoon	5	1	0	long	high	Freeburg	Steakhouses	2	1	0
YMvKrVTXHeSPQswWqdwnHQ	night	3	0	1	long	high	Des Peres	Restaurants	2	1	1
YOkrUUey0K8Zy_FWp9gB9g	evening	1	0	0	long	high	Nashville	Ice Cream & Frozen Yogurt	2	1	0
YPnksHT2DQA0AhcxP6udxw	evening	1	1	1	long	high	King of Prussia	Restaurants	1	0	0
YR0nwxBOKk6DiLHNItfsBQ	afternoon	4	0	1	long	high	St Albert	Italian	2	0	1
YSJZZ1_8uHIIV4w44RSllA	evening	5	1	1	long	high	Meridian	Restaurants	2	1	1
YSuVRABFuPIy8N91x2yg5Q	night	3	0	0	short	high	St Louis	Specialty Food	1	0	0
YUDcLokFMZOtyWAmVY3jwA	afternoon	6	1	1	long	high	New Orleans	Restaurants	2	1	1
YeMouev-sLfAxykmcANNoQ	evening	6	1	1	medium	high	Nashville	Pizza	1	0	1
YgXBo2oMJXlDDafP6fqUTw	night	4	0	0	medium	high	Saint Louis	Chinese	1	0	0
Yh4OgbXQSpQ_ycK_FmNiGw	afternoon	2	0	1	medium	high	New Orleans	American (New)	2	1	1
YhQAQhG1IkXJH7oLZMbM9w	morning	2	0	1	long	high	Sparks	Restaurants	2	1	1
YhRujloQ_ioY_WclZbJuQg	night	2	0	1	medium	high	Tampa	Barbeque	1	0	1
Yh_KhyVD6ZBwsIQQ1wSUpw	afternoon	1	0	1	long	high	Tampa	Vietnamese	1	0	0
YiFx7ZLv_Nnr61i2xzfuig	evening	4	0	0	long	high	St. Louis	Shopping	2	0	0
YiGw-_idlbUXLmUaEAsi8A	afternoon	1	0	1	long	high	Edmonton	Restaurants	2	1	0
YjUWPpI6HXG530lwP-fb2A	afternoon	0	0	1	long	high	Tucson	Restaurants	1	0	0
YjcWqy2UfCmBeiPbgdFxVA	afternoon	5	1	1	medium	high	Drexel Hill	Health & Medical	1	0	0
YlVb_cW3e68Q0ifNYVKuiw	evening	0	0	0	medium	high	Shrewsbury	Tapas Bars	2	1	1
Yll7kUVI7j0gArBMQKpEaQ	night	0	0	1	long	high	Franklin	Breakfast & Brunch	1	0	1
YnfJv2xUF1GUNORfHAFRFg	afternoon	2	0	1	medium	high	Granite City	Restaurants	2	1	1
Yp8gbMuCXIWJWoRvkOJcGA	night	3	0	1	long	high	New Orleans	Restaurants	2	1	0
YpWZGcSERoROrulARYyxTg	night	4	0	0	long	high	Exton	Restaurants	2	0	1
YtFo2Mg-tNkWHz8ZYVMDVg	evening	4	0	0	medium	high	Spring Hill	Restaurants	2	1	0
YtSqYv1Q_pOltsVPSx54SA	afternoon	0	0	1	long	high	Philadelphia	Wine Bars	3	1	0
Yv6HUVu7fRMnt_NtGdVQBw	afternoon	2	0	1	medium	high	Nashville	Restaurants	2	1	0
Yv9KUZ-N3otoKUtToPPxAg	afternoon	1	0	1	long	high	Doylestown	Breakfast & Brunch	2	1	1
YvfeLey2Bnge5Mj9RY7ofA	evening	2	0	1	medium	high	New Orleans	American (Traditional)	1	1	1
YwxnKaMrUVtBygE8kagsVw	afternoon	1	0	1	medium	high	Indianapolis	Delis	1	1	1
YyJ781Cb4ZUlZv35BoBhMw	evening	0	0	1	long	high	Harvey	Sporting Goods	2	0	0
YyKB2S6YBd7aGNeIyc_sag	afternoon	1	0	0	long	high	Saint Louis	Restaurants	1	0	1
Yz6b3SrI_MXcaVekMISmIg	evening	5	1	1	medium	high	Elkins Park	Desserts	2	0	0
Z0tqMjLVWNub24JsywCwbA	night	1	0	1	long	high	Clearwater	Food	2	0	1
Z42GbJnnbVMTSBCERfoPtw	afternoon	2	0	0	long	high	Reno	Salad	1	1	1
Z4Yfcktc-2RhNprA6l35lg	night	1	0	0	medium	high	Sparks	Food	2	1	1
Z5LGSHEYjCUtKwjKotCNqA	evening	3	0	0	medium	high	Wayne	Chinese	2	0	0
Z5po0aTuzKKblek5y6Sp8Q	night	6	0	1	long	high	Philadelphia	Food	2	0	0
ZB2T9dwB4vhHPsJC_4eOnw	morning	4	0	1	long	high	Newark	Children's Clothing	3	0	0
ZB8fLbDH2gK2Ms2LqlqPWw	night	0	0	1	medium	high	Tucson	Grocery	2	0	0
ZCURd9PiH4qdEjQfrIZzFg	afternoon	5	1	1	long	high	Santa Barbara	American (New)	3	0	0
ZD7_emi7fkJLFRwP2p09vA	afternoon	2	0	1	long	high	Clearwater	Restaurants	2	0	0
ZDg4siM2zLF4Rt8ZTqR8BA	evening	4	0	1	medium	high	Wayne	Sandwiches	1	0	0
ZGErYinCaYR5UjTzovAZbw	afternoon	0	0	0	long	high	Downingtown	Nightlife	2	1	1
ZH-D4qbLggBSvwpF0zXrQQ	afternoon	0	0	0	medium	high	Boise	Breakfast & Brunch	2	0	0
ZLW8u1n776S7maN4KhN6jg	afternoon	0	0	0	long	high	Nashville	Cafes	1	0	0
ZMQrlSkugKYxgvRMU-EqFg	evening	4	0	1	long	high	Feasterville-Trevose	Local Services	2	0	0
ZNXNmJV8fXu7dv1hqXeq1Q	evening	0	0	1	long	high	New Orleans	Cajun/Creole	1	0	0
ZU82RHDmAgKg156YyYS3gA	night	0	0	0	long	high	Reno	Arts & Crafts	2	0	0
ZU9RrYZxqZufw0ya_HRqJw	night	3	0	0	long	high	Reno	Restaurants	1	0	0
ZWRgvtyHRobwpi4G-Z4STQ	evening	0	0	1	long	high	Nashville	Food	1	0	0
ZY2feSm2sc5nTXYHnKpMGQ	evening	0	0	1	long	high	New Orleans	Bars	2	1	0
Zc38kNMGlzhG1sivxyXeMA	evening	3	1	1	long	high	St. Petersburg	Restaurants	2	0	0
Zdw5rbtAWguwcT9h_X4xRA	night	3	0	1	long	high	Medford	Food	2	0	0
Zh8X1au_crT9jBs2LlPb2Q	afternoon	0	0	1	long	high	Philadelphia	Restaurants	3	1	0
ZhCnKe7U1TsHWnAlXl8Isw	evening	0	0	1	long	high	Saint Louis	Restaurants	2	1	1
Zi-F-YvyVOK0k5QD7lrLOg	afternoon	2	0	1	long	high	New Orleans	Cajun/Creole	3	1	0
ZiQiMlvgk19GrEEkN9kyRA	afternoon	6	1	1	long	high	Tampa	Shopping	2	1	1
ZjWjuo7yTUVGdztoSSmuBw	night	2	0	1	long	high	Webster Groves	Juice Bars & Smoothies	1	0	0
ZlpeXbo-5HW8CtYkzTyiZw	evening	3	0	1	long	high	Indianapolis	Desserts	2	0	0
ZnAr0AxYpEYK1ZHNc4fk7g	evening	0	0	0	medium	high	Bensalem	Japanese	2	0	0
ZnxGRJpKHRQ0SAYSJk4SFw	afternoon	4	0	1	long	high	Saint Ann	American (Traditional)	1	0	0
ZpWT4FlEVgGJUV9gNuhQ4w	evening	1	0	1	medium	high	Brandon	Restaurants	1	0	0
ZpXZgnBrNodHH8pKpOK_Kg	morning	2	0	0	long	high	Brandon	Sandwiches	2	1	0
Zq8OzV7VzEL-yd9feN_hfg	evening	6	1	1	long	high	Tampa	Grocery	2	0	0
ZrKxLiKC1d6F8oY7NXTorA	afternoon	5	1	1	long	high	Oaks	Restaurants	3	0	0
Zx7n8mdt8OzLRXVzolXNhQ	evening	4	0	1	medium	high	Nashville	American (New)	2	1	1
ZyOqGKdr5JetY4jgD_UoGw	evening	2	0	0	long	high	Bywater	Breakfast & Brunch	2	1	1
ZyyExneJPXjci7yc2CGAPQ	morning	1	0	0	long	high	Philadelphia	Coffee & Tea	1	0	1
Zz1utCut0psbC4brBjvSEg	morning	4	0	0	medium	high	Saint Louis	Nightlife	2	1	1
ZznSNkRERGH8l-wSFJKsEA	night	1	0	1	medium	high	Edmonton	Fast Food	1	0	1
ZzojMM0SQFTBrUIZ_IKqqQ	afternoon	6	1	1	long	high	New Port Richey	Restaurants	1	1	0
_-SSObHzljeA11HAF0lIrQ	afternoon	5	1	1	long	high	Tampa	Restaurants	1	1	0
_0LfTabLvmU6SssmuNoRHA	night	0	0	1	long	high	Franklin	American (New)	2	1	1
_3VCzu9a79nrU0YA-WvUCg	afternoon	5	1	1	long	high	Tampa	Coffee & Tea	1	1	0
_3m2qyCqx2pnDNyo5vYM3g	evening	0	0	0	long	high	Zionsville	Wine Bars	2	1	0
_49FsmTfruZSTjxU4OwOsg	afternoon	4	0	1	long	high	Nashville	Greek	2	1	1
_8zIpeRbMVwwyuUngyuemA	evening	0	0	1	long	high	Reno	Breakfast & Brunch	2	1	1
_9gn7gLs0YOjPfVcdvqRBg	night	3	0	1	medium	high	Greater Northdale	Bars	2	0	1
_9x1oSQghxEPuUeb5NPShw	afternoon	6	1	1	long	high	Philadelphia	Bars	2	1	0
_D7QoWuQKMXk0mEE7r_Ftw	afternoon	4	0	1	long	high	Columbia	Beer	2	1	1
_EKvNMC2Mm67HzqNIzLgXg	afternoon	6	0	1	long	high	Media	Restaurants	2	0	1
_FlhRk9KjdXyE0sLxUdEBQ	afternoon	5	1	1	long	high	Philadelphia	Cheesesteaks	2	1	0
_GwN0kWZOs3DFpNDZIblRw	afternoon	5	1	0	long	high	Paoli	Gastropubs	2	1	1
_HcAoG6Jj_XTj4-XNEbo6Q	evening	5	1	1	medium	high	Tampa	Sports Bars	1	1	1
_IQE60MK6nlpr-pP3aywLQ	afternoon	0	0	1	long	high	Indianapolis	Restaurants	2	1	1
_JXfCdMu1TFblbhJ5KT7fw	afternoon	1	0	1	long	high	Saint Louis	Thai	2	1	1
_KSRzh-ZxwKB3YcRlZQsGA	evening	3	0	1	medium	high	Tampa	Food	1	0	0
_NfEP6cuFSz7bd-7OtiJ-Q	night	5	0	0	medium	high	New Orleans	Burgers	1	0	0
_O16xyQwp0YSTG2RgweRYA	night	6	1	1	long	high	Tampa	Italian	2	1	1
_PQzeo8P2sGczzFEifrK-Q	afternoon	0	0	1	long	high	Philadelphia	Food	2	0	0
_PRReGRG73wT8edwsfWbuQ	evening	0	0	1	long	high	Saint Louis	Food	2	0	0
_RwlMTw9uFeOkfX9Ctf1HA	afternoon	1	0	1	long	high	Philadelphia	American (Traditional)	3	1	1
_SjdrpSZdiXVSwaJR5T9jw	evening	2	0	1	long	high	New Orleans	Barbeque	2	1	1
_T0cPZE2ZJOTTlYYKMP64Q	night	3	0	0	short	low	Philadelphia	Cupcakes	1	0	0
_TANOcxwIOmQhk1mnXaj7w	evening	0	0	0	long	high	Reno	Hot Dogs	1	1	0
_UkuPzo66XqIN2hvYLlqEQ	afternoon	0	0	1	long	high	Springfield	Restaurants	2	1	0
_VB4EIoGdAR4sBB6rApEAg	morning	6	1	1	long	high	Tampa	Restaurants	1	0	1
_XqG090bh8QAELm4GvN4iQ	afternoon	1	0	1	long	high	Philadelphia	Salad	1	0	0
__I81oH6jmYwh1YXjVWsWA	afternoon	6	1	0	medium	high	Reno	Food	1	1	0
_aKr7POnacW_VizRKBpCiA	evening	1	0	1	long	high	Saint Louis	Delis	1	1	0
_ahiaZVH2uVzVaZ0SF2uOg	afternoon	6	1	1	long	high	North Wales	Breakfast & Brunch	1	0	0
_bofVL_0MxlZYWBa8XEJEg	afternoon	4	0	0	long	high	St Petersburg	Wine Bars	2	1	1
_cdy7hVc32mleVooP8x0Sw	afternoon	3	0	1	long	high	Fishers	Sandwiches	1	0	0
_cndcbuaqSRW5f-MeZasNw	night	0	0	1	long	high	Nashville	Steakhouses	2	1	0
_hsEJv3KtH5Vwp2b14wCAQ	morning	5	1	0	long	high	Philadelphia	Restaurants	2	1	0
_ic0Q-ptC259Kpu8lIWxTw	afternoon	4	0	0	medium	low	O Fallon	Restaurants	1	1	1
_owHO6DTYU-XVP8jAcgZFw	evening	0	0	1	long	high	Nashville	Pizza	2	1	1
_rkjLrft2ZgHcLBLF9amXw	evening	3	0	1	long	high	Oaks	Restaurants	2	1	1
_tADqh3OmH6CzGJWKkru3g	night	0	0	1	long	high	Philadelphia	Latin American	2	0	0
_v3DcLatG70adfYzWTd-CQ	night	2	0	0	long	high	Carpinteria	Sandwiches	2	0	0
_v8Ccd70N6uXw8muQeyhOA	evening	0	0	0	long	high	Edmonton	Restaurants	2	1	1
_yjIYejZP1S-6g554Fwydg	afternoon	5	1	1	medium	high	Safety Harbor	Greek	1	0	1
_zU8uJthn3o5swP0LmfuqQ	evening	1	0	1	medium	high	Kenner	Diners	1	0	0
a1E2BPYnufFzb6YX2pplJg	evening	4	0	1	short	high	Santa Barbara	Seafood	1	1	0
a1kzPot-Q16eIUBjQTre9w	afternoon	2	0	0	long	high	Norristown	Sandwiches	1	0	0
a2ITIJRAY4Eo-xTH0vN95A	evening	6	1	0	medium	high	Tampa	Restaurants	2	1	0
a7FSs8soBoxfkPXvzSsvbg	afternoon	2	0	0	medium	high	Franklin	Mexican	2	1	1
a7ZmzKZRhVjKaJBZ7zIGzg	morning	3	0	1	long	high	Tucson	Beer	3	1	0
a7_KZUJknqRA4DHQ3j9ofA	afternoon	5	1	0	long	high	Aston	Nightlife	2	1	0
aDSfrxqOf8lelQ9Ofqt1tA	afternoon	2	0	1	long	high	Nashville	Food	2	0	1
aEEC4D-RylmiUyephE5t_g	afternoon	6	1	1	long	high	Nashville	Food	2	0	1
aG8XkIE_TMkr_QKSfaFBBg	night	3	0	1	medium	high	Tucson	Coffee & Tea	1	0	0
aIflpZXlmofFGelTlqgGEQ	afternoon	3	0	0	medium	high	Nashville	Chinese	2	1	0
aJpDjaMVhWZRLdwZtqQjEg	afternoon	0	0	1	long	high	Edmonton	Ice Cream & Frozen Yogurt	1	1	1
aJvxWyQIG5OLfBw3qAe8xA	evening	0	0	1	long	high	Nashville	Restaurants	2	0	1
aKOdfQcjDG2NQtIEmq21ew	evening	3	0	1	medium	high	New Orleans	Breweries	2	0	0
aL0eiK_8W20Z9_4LsWbYFQ	afternoon	2	0	1	long	high	Indianapolis	Buffets	2	0	0
aOJdNN7IsxR7xy9H_bJuLQ	night	0	0	1	long	high	Doylestown	Food	2	0	1
aYJjJMN8heS2PmkvsQzaZg	evening	1	1	1	medium	high	New Orleans	Restaurants	1	1	1
aYiAfRcjAQXeGGQu1aXklg	evening	0	0	0	long	high	St. Albert	Cocktail Bars	2	1	1
aZNiVR6oAMQX5__yGPvYsg	afternoon	6	1	1	long	high	Philadelphia	Chinese	3	1	0
a_ts6C7QntisENtyitJRBw	evening	4	0	1	medium	high	Tampa	Ice Cream & Frozen Yogurt	1	0	1
aaBlYQpHUuSYEv1EtWgxuQ	morning	2	0	1	medium	high	Plainfield	Caterers	1	1	0
ab3pRv-b0o-BwMK2jVbH3Q	afternoon	1	0	1	long	high	Clearwater	Restaurants	2	1	1
adb1hOYICrJ1Ix8M0sRpbw	afternoon	1	0	1	long	high	Cherry Hill	Restaurants	2	0	1
aerbI0ICiEMIgeSUaLEpHw	afternoon	0	0	0	medium	high	Skippack	Japanese	2	1	1
agzEfydzvZWlbzpcMxLPBg	afternoon	5	1	0	medium	high	Reno	Restaurants	2	0	1
ahH0MhpSAy5QEE7yTScJWA	afternoon	0	0	1	medium	high	Washington Crossing	Italian	2	1	0
ahc6Wx3A9tmoHCtad_z3wg	afternoon	0	0	1	long	high	New Orleans	Arts & Entertainment	1	1	1
ahcB5_-ZcrtHT1QqcA8Ipg	afternoon	1	0	1	long	high	Nashville	Food	1	0	1
aiggx_mzALX3kZOGYTPdjg	afternoon	4	0	0	long	high	New Orleans	Venues & Event Spaces	3	0	0
aj_NoNaOIdTjB7Rzl7lEIA	afternoon	3	0	0	long	high	Seminole	Fast Food	1	0	0
ajfBGoRGUzhD0fTXLENcrw	afternoon	2	0	1	long	high	Belle Chasse	Japanese	2	1	0
ak0PfrI9FZcFaDQv5oXtVw	night	3	0	0	medium	high	Lahaska	Cheese Shops	4	0	1
amE0EGifQUXTUf225pQ1Kw	evening	1	0	0	long	high	Kirkwood	Health Markets	2	0	0
aqWE8jXPqIQ5Tt80gNmuSA	evening	1	0	1	long	high	Clearwater	Mexican	1	1	0
aqdsoQnytxapbk5i8zksVQ	night	0	0	0	medium	low	Somerdale	Beer Bar	1	1	0
aqqZT3wqqhIkuvVxNrnbLg	afternoon	3	0	1	medium	high	Greenwood	Restaurants	2	1	1
at-NaeVYJ5VDG9pC4PXbSA	night	0	0	1	medium	high	Spring Hill	Thai	2	1	0
avcOkMsnFse9D-DpIimYkA	afternoon	5	1	1	long	high	Tucson	Asian Fusion	2	0	0
azeDCTZBlmVpaglnxBqNPw	evening	0	0	1	long	high	Collingswood	Ice Cream & Frozen Yogurt	1	0	0
b-4xNydyGmdv2bGFOHTgdw	evening	2	0	1	long	high	Edmonton	Bakeries	2	0	0
b2IDM2SC0HkcflLl_nSTrA	night	4	0	1	medium	high	Carmel	Bars	2	1	1
b4DcNSlKBGIoOmX7PLxmWw	afternoon	1	0	1	long	high	Edmonton	Canadian (New)	3	1	1
b5_ZIVZHjYjzUUsMB-5b7w	night	1	0	1	medium	high	Exton	Restaurants	3	1	1
b7V_5q22_eTeHlYzq1bpFw	afternoon	1	0	1	long	high	Kenner	Seafood	2	1	1
b7YJrFZWZdI2C5-9nZvVdw	afternoon	0	0	1	long	high	New Orleans	Specialty Food	2	1	1
b8EjtNcEKDbR1ATUaKO7WA	afternoon	0	0	0	long	high	Doylestown	Event Planning & Services	2	0	1
bCAE5NBHpFlgGsGyg2mfWA	afternoon	0	0	0	medium	high	St Petersburg	American (Traditional)	2	1	1
bFO_XYnYMDF1GMY9LK3oxQ	evening	1	0	1	long	high	Philadelphia	Seafood Markets	2	0	0
bJAY2baMKSTlWRc-QZGopQ	afternoon	3	0	1	medium	high	Doylestown	Restaurants	2	1	1
bJLQvSbVKQ1FKCNJjFa9dg	evening	4	0	1	long	high	Clearwater	Fitness & Instruction	2	1	1
bKgyXSQUGA8IHGt8ne5NuA	night	1	0	1	long	high	Reno	Restaurants	1	1	1
bKiZJTI0-zrH7n4xM5kHcA	afternoon	0	0	0	long	high	Chalmette	Burgers	1	0	0
bMIVLkX6-0U2NVPaVwt94A	afternoon	1	0	1	long	high	Clearwater	Ethnic Food	2	1	1
bMpKXcKFetJQsa42UR25cQ	afternoon	1	0	1	long	high	New Orleans	Bars	2	1	1
bMratNjTG5ZFEA6hVyr-xQ	afternoon	0	0	0	long	high	Eddystone	Restaurants	2	0	1
bN7-A2GlVz2Job3frIPy9w	afternoon	0	0	1	long	high	Tucson	Ice Cream & Frozen Yogurt	2	0	0
bPPy7yNFfb-6N_bHkn1qAw	afternoon	3	0	1	medium	high	Indianapolis	Restaurants	2	0	0
bQKqeYwaHNal7JFAXzCMFg	afternoon	5	1	0	medium	high	Belleville	Fast Food	1	1	0
bRF8nyWgzrzhQ31NoflMBA	afternoon	1	0	1	long	high	Saint Louis	Coffee & Tea	2	1	0
bRRlWJeuPtmI3UuGhh43Wg	morning	2	0	1	long	high	Indianapolis	American (New)	2	0	1
bRhnVTfuxDchyFguyDzuDQ	evening	0	0	1	long	high	Glenside	Restaurants	2	0	0
bSJczuohHVko33UT82hnfA	evening	2	0	1	long	high	New Orleans	Pizza	1	1	1
bSWL0YxfawjS03_g2kgujA	evening	6	0	1	long	high	Philadelphia	Sandwiches	1	1	1
bT3pKLDsjk7JKfbVaHf9Lw	afternoon	6	0	1	long	high	Hermitage	Food	1	1	0
bTve2mwLk5Zc01vRKqc2KQ	afternoon	0	0	0	long	high	Philadelphia	Restaurants	1	1	1
bXe7JE0bxDpoXf3UjnwoBQ	night	2	0	1	long	high	Largo	Nightlife	2	1	1
bXjnfT69E8DJinX-ifOofA	afternoon	0	0	1	long	high	Tucson	Chicken Wings	1	1	0
bb76HnMUTA-qg2UbFa9dYA	evening	2	0	0	long	high	Edmonton	Middle Eastern	3	1	1
bbEXAEFr4RYHLlZ-HFssTA	night	0	0	0	long	high	Goleta	Fast Food	2	0	1
