hour_of_day	day_of_week	is_weekend	review_length	user_elite	city	category	price_range	context_id
night	1	0	short	0	New Orleans	Food	2	14192
night	5	1	short	0	Lansdale	Food Trucks	1	14193
night	0	0	long	1	New Hope	Cocktail Bars	3	14194
night	5	1	long	1	Brandon	Restaurants	1	14195
evening	0	0	long	1	W Cherry Hill	Restaurants	3	14196
evening	4	0	long	0	Edmonton	Specialty Food	3	14197
night	4	0	long	1	Indianapolis	Sushi Bars	2	14198
afternoon	0	0	medium	0	Haddonfield	Restaurants	2	14199
evening	5	1	medium	0	Philadelphia	Food	1	14200
night	2	0	medium	1	Bala Cynwyd	Fast Food	1	14201
afternoon	0	0	long	1	Hatboro	Food	2	14202
night	4	0	long	1	St Petersburg	Restaurants	2	14203
afternoon	3	0	long	0	Edmonton	Burgers	2	14204
night	1	0	short	0	Sparks	Restaurants	2	14205
night	6	1	long	1	Reno	Beer Bar	3	14206
afternoon	6	1	medium	0	Voorhees	Restaurants	1	14207
evening	2	0	medium	1	Philadelphia	Restaurants	4	14208
night	4	0	long	1	Cherry Hill	Bars	2	14209
afternoon	0	0	medium	1	Rock Hill	Food	1	14210
evening	3	0	medium	1	Tucson	Barbers	2	14211
night	3	0	long	1	Nashville	Restaurants	3	14212
morning	3	0	medium	1	Indianapolis	Food	2	14213
night	6	1	short	1	Edmonton	Burgers	2	14214
evening	1	0	long	1	St. Pete Beach	Bars	1	14215
afternoon	2	0	long	1	Indianapolis	Fast Food	2	14216
night	2	0	medium	0	Philadelphia	Dive Bars	1	14217
afternoon	4	0	medium	1	Clayton	Breakfast & Brunch	1	14218
evening	4	0	medium	1	Upper Darby	Restaurants	2	14219
afternoon	2	0	medium	1	Indianapolis	Ethnic Food	2	14220
evening	0	0	short	1	Florissant	Food	1	14221
morning	2	0	medium	1	Philadelphia	Sushi Bars	2	14222
evening	3	0	long	1	Philadelphia	Specialty Food	1	14223
morning	2	0	long	1	Bala Cynwyd	Fast Food	1	14224
evening	1	0	long	1	Harahan	Fast Food	1	14225
evening	3	0	long	1	Saint Louis	Cafes	1	14226
morning	5	1	medium	1	Tucson	Restaurants	1	14227
night	2	0	medium	0	Saint Louis	Restaurants	1	14228
evening	5	1	long	1	Mount Laurel	Restaurants	3	14229
night	2	0	long	0	Treasure Island	Bars	2	14230
afternoon	0	0	long	1	Bryn Mawr	Restaurants	2	14231
afternoon	6	1	long	1	Clearwater Beach	Restaurants	2	14232
night	0	0	medium	1	Reno	Restaurants	1	14233
morning	5	1	medium	0	Nashville	Restaurants	1	14234
evening	2	0	medium	1	Treasure Island	Food	1	14235
morning	0	0	medium	1	Philadelphia	Restaurants	1	14236
afternoon	1	0	long	1	Franklin	Barbers	2	14237
morning	0	0	short	1	Reno	Food	2	14238
evening	1	0	medium	1	Philadelphia	Restaurants	3	14239
night	2	0	short	1	Shamong	Bars	2	14240
evening	1	0	short	1	Metairie	Pizza	2	14241
afternoon	4	0	medium	1	Edmonton	Restaurants	2	14242
evening	6	1	medium	0	Reno	Breakfast & Brunch	2	14243
night	0	0	long	0	Edmonton	Cafes	2	14244
evening	6	1	long	1	Philadelphia	Food Delivery Services	2	14245
afternoon	6	1	medium	0	Franklin	Restaurants	2	14246
night	6	1	long	1	Philadelphia	Beer Bar	2	14247
evening	2	0	medium	0	Indianapolis	Restaurants	2	14248
afternoon	0	0	medium	1	Nashville	Food	2	14249
night	3	0	medium	0	Indianapolis	Food	2	14250
evening	4	0	long	0	New Orleans	Bars	2	14251
evening	6	1	long	0	Boise	Burgers	2	14252
afternoon	6	1	long	1	New Orleans	Specialty Food	1	14253
afternoon	2	0	long	1	Philadelphia	Dive Bars	2	14254
evening	5	1	long	1	Saint Louis	Sushi Bars	2	14255
evening	6	1	long	0	North Wales	Restaurants	2	14256
evening	3	0	medium	0	Gwynedd Valley	Pizza	2	14257
night	4	0	long	1	Wayne	Food	3	14258
afternoon	5	1	long	0	Tampa	Bars	2	14259
night	0	0	long	1	Nashville	Soul Food	1	14260
night	1	0	long	1	St. Pete Beach	Bars	1	14261
afternoon	4	0	long	1	Warrington	Restaurants	2	14262
evening	4	0	short	1	Conshohocken	Breakfast & Brunch	2	14263
afternoon	6	1	long	1	Collingswood	Bars	2	14264
afternoon	1	0	medium	0	Collegeville	Bars	2	14265
night	4	0	long	1	St. Louis	Restaurants	2	14266
evening	2	0	medium	1	Mount Juliet	Restaurants	2	14267
morning	1	0	medium	1	St. Louis	Cocktail Bars	2	14268
night	1	0	long	1	Edmonton	Pizza	2	14269
afternoon	6	1	medium	1	Maple Shade	Dive Bars	1	14270
morning	3	0	long	0	Philadelphia	Restaurants	2	14271
afternoon	3	0	long	1	Yardley	Breakfast & Brunch	1	14272
night	0	0	long	0	Shamong	Bars	2	14273
evening	5	1	long	1	St. Louis	Fast Food	2	14274
evening	2	0	medium	1	Oldsmar	Restaurants	2	14275
evening	6	1	medium	1	Wilmington	Pizza	2	14276
afternoon	1	0	long	1	Warrington	Restaurants	2	14277
afternoon	2	0	long	1	Oakville	Cafes	2	14278
night	6	1	long	1	St Louis	Restaurants	2	14279
night	4	0	long	1	Metairie	Pizza	2	14280
night	5	1	long	1	Kenner	Food	1	14281
evening	3	0	medium	1	Blue Bell	Food	2	14282
evening	2	0	long	1	Narberth	Restaurants	2	14283
night	0	0	long	1	Nashville	Bars	2	14284
morning	5	1	medium	1	Haddonfield	Burgers	2	14285
night	1	0	long	0	North Wales	Restaurants	2	14286
evening	3	0	medium	1	Clayton	Pizza	1	14287
night	6	1	medium	1	East Nashville	Bars	1	14288
morning	3	0	long	1	Philadelphia	Dive Bars	1	14289
evening	0	0	long	1	Indianapolis	Comfort Food	2	14290
night	0	0	long	1	Indianapolis	Bars	1	14291
afternoon	1	0	long	1	Kenner	Wine Bars	2	14292
night	3	0	short	0	Tampa	Cafes	2	14293
afternoon	5	1	medium	1	Jenkintown	Specialty Food	2	14294
afternoon	4	0	medium	1	Royersford	Restaurants	2	14295
evening	6	1	long	0	Reno	Food	2	14296
night	6	1	long	1	Ballwin	Burgers	2	14297
evening	1	0	long	1	Collegeville	Burgers	1	14298
evening	3	0	short	0	Saint Petersburg	Breakfast & Brunch	2	14299
night	6	1	short	0	Hermitage	Bars	2	14300
night	2	0	medium	1	Boise	Barbeque	2	14301
evening	6	1	long	0	Reno	Juice Bars & Smoothies	2	14302
morning	6	1	medium	1	Tucson	Bars	2	14303
morning	5	1	long	1	Reno	Sushi Bars	2	14304
night	0	0	medium	0	St. Petersburg	Restaurants	1	14305
evening	4	0	medium	1	Webster Groves	Coffee & Tea	1	14306
afternoon	6	1	long	1	Turnersville	Restaurants	2	14307
afternoon	0	0	short	0	Norristown	Restaurants	1	14308
night	4	0	long	1	Saint Louis	Coffee & Tea	2	14309
morning	6	1	long	1	Tampa	Sushi Bars	2	14310
night	1	0	medium	1	Lansdale	Restaurants	1	14311
evening	6	1	medium	1	Indianapolis	Comfort Food	2	14312
afternoon	5	1	medium	0	Indianapolis	Cocktail Bars	2	14313
evening	5	1	long	1	Fenton	Food	2	14314
night	0	0	long	1	Creve Coeur	Burgers	1	14315
night	3	0	long	0	Sparks	Restaurants	1	14316
afternoon	5	1	medium	1	Tucson	Sports Bars	2	14317
afternoon	2	0	long	1	Maryland Heights	Restaurants	1	14318
evening	5	1	medium	0	Clementon	Restaurants	2	14319
evening	5	1	medium	0	Palm Harbor	Restaurants	3	14320
afternoon	6	1	short	1	Riverview	Food	2	14321
night	1	0	long	0	Indianapolis	Bars	2	14322
evening	2	0	long	1	Nashville	Breakfast & Brunch	2	14323
night	3	0	medium	1	King of Prussia	Restaurants	3	14324
evening	5	1	long	1	Saint Louis	Breakfast & Brunch	2	14325
afternoon	3	0	long	0	Metairie	Restaurants	2	14326
afternoon	0	0	short	1	Indianapolis	Bars	2	14327
evening	6	1	medium	0	Goleta	Restaurants	2	14328
afternoon	6	1	long	1	St. Louis	Cocktail Bars	2	14329
night	4	0	medium	1	Tampa	Bars	2	14330
night	2	0	long	1	Sicklerville	Food	1	14331
morning	0	0	medium	0	Reno	Pizza	2	14332
afternoon	5	1	long	1	Saint Louis	Specialty Food	2	14333
afternoon	1	0	medium	1	Wilmington	Food	2	14334
night	5	1	long	1	Nashville	Bars	3	14335
afternoon	2	0	short	1	Philadelphia	Restaurants	4	14336
afternoon	1	0	long	0	Philadelphia	Bars	3	14337
evening	0	0	long	1	Indianapolis	Tapas Bars	2	14338
evening	2	0	long	1	West Chester	Breakfast & Brunch	2	14339
evening	0	0	long	0	Reno	Bars	2	14340
night	1	0	long	1	Clayton	Restaurants	4	14341
afternoon	6	1	long	1	Nashville	Restaurants	3	14342
evening	3	0	long	1	Philadelphia	Cocktail Bars	2	14343
afternoon	6	1	long	1	St Louis	Wine Bars	2	14344
evening	4	0	medium	0	Saint Louis	Restaurants	3	14345
afternoon	1	0	long	1	Gretna	Food	1	14346
evening	2	0	long	1	Goleta	Food	2	14347
night	3	0	medium	1	New Orleans	Restaurants	1	14348
evening	2	0	medium	0	Bensalem	Restaurants	1	14349
morning	6	1	long	1	Edmonton	Sports Bars	2	14350
evening	3	0	short	0	Carpinteria	Burgers	1	14351
afternoon	0	0	long	1	Ardmore	Breakfast & Brunch	2	14352
morning	4	0	long	0	Santa Barbara	Restaurants	1	14353
night	4	0	medium	1	Edmonton	Restaurants	2	14354
evening	6	1	medium	1	Belleville	Restaurants	1	14355
afternoon	6	1	short	0	New Orleans	Dive Bars	2	14356
evening	3	0	long	0	Saint Louis	Food	1	14357
evening	5	1	long	0	Nashville	Restaurants	2	14358
afternoon	6	1	long	1	Franklin	Restaurants	2	14359
morning	4	0	medium	0	Shiloh	Restaurants	1	14360
night	3	0	medium	1	Indianapolis	Restaurants	1	14361
evening	3	0	long	1	Philadelphia	Coffee & Tea	2	14362
night	3	0	long	1	Edmonton	Coffee & Tea	1	14363
evening	5	1	medium	0	Saint Petersburg	Food	1	14364
afternoon	1	0	long	1	Media	Specialty Food	2	14365
morning	3	0	medium	1	Oldsmar	Food	1	14366
night	1	0	long	1	Saint Louis	Cafes	1	14367
afternoon	0	0	long	1	Creve Coeur	Food	1	14368
night	0	0	short	0	Philadelphia	Restaurants	3	14369
night	2	0	long	1	Nashville	Bars	3	14370
evening	3	0	long	1	New Orleans	Bars	1	14371
afternoon	6	1	medium	0	St. Louis	Restaurants	3	14372
evening	0	0	long	1	Philadelphia	Sushi Bars	1	14373
evening	0	0	short	1	Phoenixville	Food	1	14374
night	1	0	medium	0	Warminster	Pizza	1	14375
afternoon	6	1	long	1	East Norriton	Restaurants	2	14376
afternoon	0	0	medium	1	New Orleans	Specialty Food	2	14377
evening	4	0	medium	1	Kirkwood	Specialty Food	2	14378
evening	3	0	short	1	Nashville	Burgers	2	14379
night	4	0	short	1	Nashville	Restaurants	1	14380
night	1	0	long	1	Langhorne	Restaurants	2	14381
morning	6	1	long	1	Saint Louis	Restaurants	1	14382
night	3	0	medium	1	Oro Valley	Restaurants	2	14383
morning	2	0	short	1	Tucson	Bars	2	14384
night	3	0	long	0	Indianapolis	Breakfast & Brunch	2	14385
evening	6	1	long	1	Metairie	Breakfast & Brunch	2	14386
afternoon	3	0	medium	1	New Orleans	Coffee Roasteries	1	14387
afternoon	2	0	medium	1	New Orleans	Sushi Bars	2	14388
night	1	0	medium	0	Nashville	Restaurants	3	14389
morning	6	1	long	1	Saint Charles	Food	2	14390
evening	0	0	medium	1	New Orleans	Coffee Roasteries	1	14391
afternoon	0	0	long	1	Edmonton	Breakfast & Brunch	2	14392
evening	0	0	long	0	Saint Louis	Bars	1	14393
afternoon	4	0	short	1	Philadelphia	Breakfast & Brunch	2	14394
night	2	0	medium	1	Parkside	Food	2	14395
evening	6	1	long	1	Philadelphia	Dive Bars	1	14396
evening	5	1	medium	0	Dunedin	Food	2	14397
evening	4	0	short	1	Gretna	Burgers	2	14398
afternoon	2	0	long	1	Abington	Restaurants	2	14399
evening	4	0	long	1	Wilmington	Food	2	14400
afternoon	4	0	long	1	North Wales	Barbeque	2	14401
afternoon	6	1	long	0	High Ridge	Bars	2	14402
evening	5	1	short	0	Santa Barbara	Restaurants	2	14403
evening	4	0	medium	1	Nashville	Restaurants	1	14404
night	2	0	long	0	St. Pete Beach	Bars	1	14405
evening	1	0	long	1	Collingswood	Pizza	1	14406
night	4	0	short	0	Philadelphia	Breakfast & Brunch	2	14407
night	3	0	long	0	Camden	Restaurants	1	14408
night	1	0	medium	1	Reno	Juice Bars & Smoothies	1	14409
evening	5	1	long	1	Creve Coeur	Bars	2	14410
afternoon	0	0	medium	1	Indianapolis	Cocktail Bars	2	14411
night	2	0	long	1	University City	Restaurants	1	14412
evening	4	0	long	1	Nashville	Breakfast & Brunch	1	14413
night	4	0	long	1	St. Louis	Cafes	1	14414
afternoon	1	0	medium	1	Saint Louis	Coffee & Tea	2	14415
night	1	0	long	1	New Orleans	Wine Bars	3	14416
evening	0	0	long	1	Philadelphia	Cocktail Bars	2	14417
afternoon	6	1	medium	1	Saint Louis	Sushi Bars	2	14418
evening	2	0	short	0	Tampa	Bars	2	14419
morning	6	1	long	1	Vail	Restaurants	2	14420
night	6	1	long	1	Metairie	Food	1	14421
evening	0	0	short	1	Saint Louis	Food	2	14422
night	5	1	medium	1	Ballwin	Sushi Bars	2	14423
afternoon	2	0	long	1	Nashville	Burgers	1	14424
night	6	1	medium	1	Tampa	Barbeque	2	14425
night	5	1	long	1	Belle Chasse	Restaurants	2	14426
afternoon	4	0	short	1	St. Louis	Coffee & Tea	2	14427
afternoon	1	0	medium	1	Ardmore	Food	2	14428
night	5	1	short	1	Indianapolis	Fast Food	1	14429
afternoon	1	0	long	1	Wilmington	Food	2	14430
afternoon	2	0	medium	1	Carmel	Food	2	14431
night	5	1	long	1	Collegeville	Bars	2	14432
night	3	0	long	0	Tucson	Cafes	1	14433
afternoon	1	0	medium	1	Goleta	Restaurants	2	14434
night	0	0	long	1	Chesterfield	Bars	1	14435
night	3	0	medium	1	Reno	Sushi Bars	2	14436
night	0	0	short	1	Nashville	Food Trucks	1	14437
night	3	0	medium	0	Metairie	Restaurants	2	14438
afternoon	2	0	long	1	Reno	Cafes	2	14439
afternoon	3	0	short	0	Santa Barbara	Restaurants	1	14440
afternoon	3	0	long	1	Nashville	Bars	2	14441
evening	4	0	medium	0	Saint Louis	Breakfast & Brunch	2	14442
afternoon	1	0	long	0	St. Louis	Cocktail Bars	2	14443
night	1	0	medium	1	Saint Louis	Restaurants	2	14444
morning	0	0	long	1	Hamilton	Bars	3	14445
morning	5	1	long	1	Clearwater	Coffee & Tea	2	14446
afternoon	3	0	short	1	New Orleans	Coffee Roasteries	1	14447
evening	6	1	medium	0	Clayton	Restaurants	3	14448
night	1	0	long	1	Philadelphia	Beer Bar	2	14449
afternoon	0	0	long	1	Cahokia	Specialty Food	1	14450
evening	0	0	medium	0	Philadelphia	Coffee & Tea	2	14451
afternoon	3	0	long	1	Pottstown	Food	2	14452
morning	2	0	medium	1	Ardmore	Restaurants	2	14453
night	2	0	long	1	Reno	Breakfast & Brunch	2	14454
afternoon	3	0	long	1	East Norriton	Restaurants	2	14455
evening	1	0	medium	1	New Orleans	Coffee Roasteries	1	14456
evening	0	0	medium	1	Santa Barbara	Food	1	14457
evening	4	0	medium	0	New Orleans	Restaurants	1	14458
night	2	0	medium	1	Nashville	Food	2	14459
night	6	1	long	1	Reno	Cafes	2	14460
night	1	0	long	1	Nashville	Dive Bars	1	14461
evening	1	0	long	1	Greenwood	Food	2	14462
evening	0	0	long	0	Philadelphia	Breakfast & Brunch	2	14463
night	2	0	long	1	Wilmington	Restaurants	1	14464
afternoon	0	0	short	1	Philadelphia	Restaurants	3	14465
night	1	0	long	1	Saint Charles	Food	1	14466
afternoon	0	0	medium	0	New Orleans	Food	2	14467
night	2	0	medium	1	Saint Louis	Coffee & Tea	2	14468
afternoon	3	0	medium	0	Indianapolis	Restaurants	2	14469
night	5	1	long	0	Tampa	Cafes	2	14470
afternoon	3	0	long	1	Boise	Bars	2	14471
night	1	0	long	1	Lansdale	Restaurants	1	14472
night	1	0	long	1	Shamong	Bars	2	14473
afternoon	2	0	long	1	Jenkintown	Sushi Bars	2	14474
night	4	0	medium	0	Saint Louis	Specialty Food	2	14475
evening	5	1	long	1	New Orleans	Coffee & Tea	1	14476
afternoon	4	0	long	1	Malvern	Restaurants	2	14477
afternoon	5	1	long	1	Marrero	Restaurants	2	14478
night	3	0	long	1	Nashville	Pizza	2	14479
night	4	0	short	1	St Louis	Restaurants	2	14480
afternoon	1	0	medium	1	Tucson	Fast Food	1	14481
afternoon	3	0	short	1	Indianapolis	Food	1	14482
afternoon	2	0	medium	0	Isla Vista	Bars	1	14483
afternoon	2	0	long	1	Pittsgrove	Restaurants	2	14484
evening	1	0	long	0	Jenkintown	Sushi Bars	2	14485
night	3	0	long	0	Mantua	Restaurants	2	14486
afternoon	3	0	medium	0	St Louis	Food	2	14487
afternoon	6	1	long	1	New Port Richey	Restaurants	1	14488
night	3	0	medium	1	Wesley Chapel	Cafes	1	14489
afternoon	4	0	long	0	North Wales	Food	1	14490
night	5	1	medium	1	Saint Louis	Coffee & Tea	2	14491
evening	5	1	short	1	New Orleans	Pizza	1	14492
evening	2	0	long	1	Saint Louis	Champagne Bars	2	14493
evening	1	0	long	1	Reno	Juice Bars & Smoothies	2	14494
afternoon	6	1	long	1	Meridian	Fast Food	1	14495
morning	5	1	long	1	Tucson	Food	2	14496
afternoon	3	0	long	1	Eagleville	Restaurants	1	14497
night	4	0	long	1	St. Louis	Food	1	14498
evening	1	0	long	1	Collingswood	Restaurants	2	14499
night	6	1	medium	1	Nashville	Bars	1	14500
evening	6	1	long	1	Ambler	Restaurants	3	14501
night	5	1	long	1	Indianapolis	Cafes	2	14502
night	4	0	medium	1	Metairie	Pizza	2	14503
afternoon	4	0	short	0	Fort Washington	Pizza	1	14504
morning	0	0	long	1	Reno	Food	1	14505
morning	4	0	long	1	Reno	Restaurants	1	14506
night	2	0	long	1	Hendersonville	Restaurants	1	14507
afternoon	1	0	medium	1	Philadelphia	Wine Bars	2	14508
afternoon	0	0	short	0	Sparks	Restaurants	1	14509
morning	3	0	medium	1	Pottstown	Restaurants	2	14510
evening	2	0	medium	1	Avon	Food	1	14511
night	2	0	long	0	Cherry Hill	Pizza	1	14512
evening	2	0	long	1	St. Louis	Restaurants	3	14513
night	5	1	long	0	Saint Louis	Food	1	14514
afternoon	4	0	long	0	Indianapolis	Restaurants	3	14515
afternoon	0	0	medium	1	Edwardsville	Bars	2	14516
afternoon	3	0	long	1	Creve Coeur	Food	2	14517
night	5	1	medium	0	Nashville	Bars	3	14518
night	1	0	short	0	St Louis	Food	2	14519
afternoon	6	1	medium	0	Nashville	Comfort Food	2	14520
afternoon	2	0	short	0	East Norriton	Restaurants	2	14521
evening	1	0	medium	1	Malvern	Restaurants	2	14522
afternoon	5	1	long	1	Edmonton	Wine Bars	2	14523
night	3	0	long	1	Malvern	Food	3	14524
night	5	1	short	1	Tucson	Sushi Bars	2	14525
night	2	0	long	1	Saint Louis	Specialty Food	1	14526
evening	6	1	long	1	Mount Laurel	Bars	2	14527
evening	3	0	medium	1	New Orleans	Sushi Bars	2	14528
afternoon	0	0	short	1	Franklin	Bars	2	14529
night	4	0	medium	1	Kenner	Food	2	14530
afternoon	6	1	long	1	Lambertville	Breakfast & Brunch	2	14531
afternoon	1	0	medium	1	Saint Louis	Bars	2	14532
afternoon	5	1	medium	1	Prospect Park	Restaurants	2	14533
afternoon	0	0	long	1	Edmonton	Restaurants	1	14534
morning	1	0	long	1	New Orleans	Food	2	14535
night	5	1	medium	1	Reno	Breakfast & Brunch	2	14536
afternoon	1	0	medium	0	West Chester	Pizza	1	14537
afternoon	2	0	long	1	St Louis	Pizza	1	14538
morning	5	1	long	0	Saint Louis	Coffee & Tea	2	14539
afternoon	3	0	long	1	New Orleans	Wine Bars	2	14540
evening	5	1	medium	1	Warrington	Fast Food	1	14541
night	1	0	long	1	Sparks	Bars	2	14542
afternoon	3	0	long	1	Wayne	Restaurants	3	14543
evening	0	0	medium	1	Des Peres	Restaurants	3	14544
morning	4	0	long	1	Saint Louis	Food	2	14545
evening	3	0	medium	0	Belleville	Restaurants	2	14546
evening	6	1	medium	0	Philadelphia	Bars	1	14547
evening	5	1	medium	0	Santa Barbara	Juice Bars & Smoothies	1	14548
evening	6	1	short	1	Conshohocken	Bars	2	14549
afternoon	2	0	long	1	Mount Laurel	Bars	2	14550
night	5	1	long	1	Cherry Hill	Bars	2	14551
evening	6	1	medium	1	Jenkintown	Specialty Food	2	14552
night	6	1	long	1	Clayton	Food	2	14553
night	0	0	long	1	Hendersonville	Food	2	14554
afternoon	6	1	short	1	Fairview Hts.	Restaurants	1	14555
afternoon	2	0	medium	1	Santa Barbara	Food	1	14556
evening	1	0	long	1	Williamstown	Restaurants	2	14557
night	2	0	long	1	Tampa	Food	1	14558
evening	0	0	long	1	Mount Laurel	Bars	2	14559
afternoon	1	0	long	1	Philadelphia	Barbers	2	14560
afternoon	5	1	long	1	Tucson	Sushi Bars	2	14561
morning	0	0	long	1	New Orleans	Dive Bars	1	14562
afternoon	0	0	long	1	Voorhees	Restaurants	1	14563
night	1	0	medium	0	Tucson	Bars	2	14564
night	3	0	medium	1	Smyrna	Restaurants	1	14565
afternoon	0	0	long	1	New Orleans	Cocktail Bars	2	14566
afternoon	6	1	long	1	Voorhees	Restaurants	2	14567
night	5	1	long	1	Carmel	Restaurants	2	14568
evening	1	0	long	1	Saint Louis	Live/Raw Food	2	14569
afternoon	0	0	medium	1	Trenton	Food	1	14570
afternoon	6	1	long	1	Reno	Beer Bar	3	14571
evening	6	1	long	1	Philadelphia	Specialty Food	1	14572
afternoon	1	0	long	1	Meridian	Food	2	14573
evening	4	0	short	1	Indianapolis	Restaurants	2	14574
morning	1	0	medium	1	Norristown	Restaurants	2	14575
afternoon	5	1	long	1	Wayne	Coffee & Tea	2	14576
afternoon	5	1	long	1	Nashville	Food	1	14577
night	3	0	long	1	Edmonton	Cafes	2	14578
night	1	0	long	1	Goodlettsville	Restaurants	2	14579
afternoon	2	0	medium	0	Tampa	Food	2	14580
afternoon	4	0	short	1	Meridian	Food	2	14581
evening	5	1	short	1	New Orleans	Bars	2	14582
evening	0	0	long	1	St. Louis	Food	2	14583
night	3	0	medium	1	Santa Barbara	Specialty Food	2	14584
night	6	1	medium	1	Shiloh	Fast Food	1	14585
morning	6	1	long	1	Indianapolis	Restaurants	2	14586
evening	5	1	medium	0	Santa Barbara	Coffee Roasteries	2	14587
night	1	0	medium	1	Maryland Heights	Restaurants	1	14588
afternoon	4	0	medium	1	Verdi	Restaurants	1	14589
night	1	0	long	1	Nashville	Breakfast & Brunch	3	14590
night	5	1	medium	0	Tampa	Specialty Food	2	14591
night	6	1	long	0	Nashville	Beer Bar	2	14592
night	4	0	long	1	Port Richey	Cafes	1	14593
night	6	1	long	1	Maplewood	Food	2	14594
afternoon	6	1	long	1	Deptford	Restaurants	2	14595
afternoon	0	0	short	1	Saint Louis	Restaurants	1	14596
night	0	0	medium	1	Metairie	Restaurants	3	14597
evening	2	0	long	1	Tampa	Cafes	2	14598
evening	5	1	medium	0	Edmonton	Restaurants	2	14599
night	6	1	long	1	Newark	Pizza	2	14600
afternoon	6	1	medium	1	New Orleans	Burgers	2	14601
night	3	0	long	1	Collingswood	Bars	2	14602
evening	6	1	long	1	New Hope	Restaurants	2	14603
evening	0	0	long	0	Mount Lemmon	Restaurants	2	14604
evening	0	0	medium	0	Willow Grove	Restaurants	1	14605
evening	3	0	short	0	Tampa	Breakfast & Brunch	2	14606
evening	4	0	long	1	New Orleans	Specialty Food	1	14607
night	3	0	long	1	Tucson	Sushi Bars	2	14608
evening	3	0	long	1	Gretna	Burgers	2	14609
afternoon	2	0	long	1	Brentwood	Breakfast & Brunch	2	14610
afternoon	3	0	long	1	Reno	Barbeque	1	14611
evening	0	0	medium	1	Oaklyn	Food	1	14612
afternoon	4	0	medium	1	Haddonfield	Restaurants	1	14613
night	3	0	medium	1	Philadelphia	Ethnic Food	2	14614
morning	5	1	short	1	Philadelphia	Food	2	14615
night	3	0	short	1	Madeira Beach	Restaurants	2	14616
night	4	0	long	1	Greenwood	Food	2	14617
morning	2	0	long	0	Philadelphia	Breakfast & Brunch	2	14618
evening	4	0	medium	1	Bryn Mawr	Restaurants	1	14619
afternoon	5	1	long	1	Edmonton	Food	1	14620
morning	6	1	long	1	Alton	Bars	1	14621
evening	1	0	long	1	St. Louis	Cocktail Bars	2	14622
morning	6	1	short	0	Camden	Food	2	14623
evening	0	0	medium	1	Tampa	Coffee & Tea	1	14624
night	0	0	medium	0	Nashville	Restaurants	2	14625
afternoon	1	0	medium	1	Tucson	Sports Bars	2	14626
evening	3	0	long	1	Wayne	Restaurants	3	14627
evening	0	0	long	1	Saint Louis	Specialty Food	2	14628
night	6	1	medium	1	Ballwin	Restaurants	1	14629
night	0	0	long	1	Indianapolis	Bars	4	14630
night	1	0	long	0	Philadelphia	Food	2	14631
night	1	0	long	1	Reno	Juice Bars & Smoothies	1	14632
night	6	1	long	1	Collegeville	Bars	2	14633
afternoon	0	0	long	1	Meridian	Food	1	14634
night	0	0	short	1	Reno	Food	2	14635
night	6	1	long	1	Plant City	Restaurants	2	14636
night	0	0	long	1	Wilmington	Restaurants	1	14637
afternoon	6	1	medium	1	Riverview	Restaurants	1	14638
afternoon	0	0	short	1	Philadelphia	Food	1	14639
afternoon	2	0	long	1	Nashville	Soul Food	1	14640
night	1	0	medium	1	Philadelphia	Specialty Food	2	14641
afternoon	3	0	medium	1	Tampa	Beer Bar	2	14642
afternoon	0	0	long	1	Talleyville	Restaurants	2	14643
night	5	1	long	1	Exton	Burgers	2	14644
afternoon	6	1	short	1	Saint Louis	Burgers	2	14645
afternoon	0	0	long	1	Clearwater	Breakfast & Brunch	2	14646
morning	4	0	long	1	Indianapolis	Restaurants	1	14647
night	3	0	medium	1	Greenwood	Restaurants	2	14648
evening	5	1	long	1	Metairie	Food Court	2	14649
evening	6	1	long	1	Warrington	Restaurants	2	14650
night	0	0	medium	0	Nashville	Comfort Food	2	14651
night	6	1	long	0	Gulfport	Coffee & Tea	2	14652
night	2	0	medium	1	Medford	Restaurants	2	14653
night	1	0	long	1	Medford	Restaurants	2	14654
evening	1	0	long	0	Santa Barbara	Pizza	2	14655
afternoon	4	0	long	1	Wesley Chapel	Food	1	14656
morning	6	1	medium	1	Saint Charles	Food	2	14657
morning	6	1	long	0	Philadelphia	Food	2	14658
night	6	1	medium	1	St. Louis	Bars	2	14659
night	0	0	medium	1	Ardmore	Bars	2	14660
evening	2	0	short	1	Upper Darby	Restaurants	2	14661
afternoon	1	0	long	1	Philadelphia	Beer Bar	2	14662
evening	4	0	medium	1	Brentwood	Restaurants	2	14663
night	3	0	medium	1	New Orleans	Bars	1	14664
evening	4	0	short	0	Santa Barbara	Comfort Food	2	14665
afternoon	4	0	medium	1	Saint Louis	Restaurants	3	14666
night	6	1	long	1	Gretna	Specialty Food	1	14667
afternoon	6	1	medium	1	Maryland Heights	Restaurants	2	14668
evening	4	0	medium	1	Edmonton	Food	1	14669
morning	5	1	medium	1	Tampa	Restaurants	2	14670
night	6	1	medium	1	Fenton	Restaurants	1	14671
morning	3	0	long	1	Philadelphia	Sushi Bars	2	14672
afternoon	5	1	long	1	Tampa	Sports Bars	2	14673
afternoon	6	1	long	0	North Wales	Food	1	14674
afternoon	1	0	long	1	Narberth	Restaurants	2	14675
afternoon	6	1	long	1	Pottstown	Restaurants	2	14676
morning	6	1	medium	1	Edmonton	Restaurants	2	14677
afternoon	3	0	short	0	Indian Rocks Beach	Food	1	14678
afternoon	2	0	short	1	Tampa	Restaurants	1	14679
